carriage,nst07,unit,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
HIRE,GT05,MIO_TKM,BE	239 	299 	275 	375 	312 	258 	290 	359 	330 
HIRE,GT05,MIO_TKM,BG	1133 	770 	704 	731 	453 	695 	517 	986 	726 
HIRE,GT05,MIO_TKM,CH	47 	41 	18 	62 	68 	71 	51 	87 	196 
HIRE,GT05,MIO_TKM,CY	2 	1 	2 	2 	4 	2 	5 	5 	7 
HIRE,GT05,MIO_TKM,CZ	612 	715 	981 	1055 	1092 	1159 	1183 	1282 	1150 
HIRE,GT05,MIO_TKM,DE	1431 	1699 	1755 	1839 	1848 	2226 	2209 	2251 	2690 
HIRE,GT05,MIO_TKM,DK	43 	45 	69 	47 	65 	56 	91 	64 	89 
HIRE,GT05,MIO_TKM,EE	149 	166 	96 	121 	71 	50 	82 	73 	113 
HIRE,GT05,MIO_TKM,EL	126 	128 	158 	200 	270 	235 	389 	510 	533 
HIRE,GT05,MIO_TKM,ES	2344 	2057 	1644 	1855 	1800 	1767 	1666 	1481 	1957 
HIRE,GT05,MIO_TKM,EU15	8384 	8413 	8043 	9283 	8498 	9223 	9826 	: 	: 
HIRE,GT05,MIO_TKM,EU25	13660 	12252 	12599 	14469 	13241 	14225 	14597 	: 	: 
HIRE,GT05,MIO_TKM,EU27	15579 	13850 	14351 	16314 	14666 	15811 	16281 	: 	: 
HIRE,GT05,MIO_TKM,EU28	15749 	14023 	14494 	16413 	14774 	15922 	16397 	: 	: 
HIRE,GT05,MIO_TKM,FI	31 	37 	67 	85 	69 	33 	59 	81 	92 
HIRE,GT05,MIO_TKM,FR	501 	523 	472 	487 	611 	497 	641 	537 	575 
HIRE,GT05,MIO_TKM,HR	170 	173 	143 	99 	108 	111 	116 	81 	204 
HIRE,GT05,MIO_TKM,HU	939 	291 	316 	372 	261 	298 	276 	423 	407 
HIRE,GT05,MIO_TKM,IE	86 	77 	72 	71 	68 	67 	87 	94 	77 
HIRE,GT05,MIO_TKM,IT	1447 	1628 	1364 	1791 	1772 	1811 	2091 	2560 	2309 
HIRE,GT05,MIO_TKM,LT	330 	182 	361 	280 	336 	227 	286 	221 	257 
HIRE,GT05,MIO_TKM,LU	7 	11 	19 	26 	19 	33 	28 	35 	63 
HIRE,GT05,MIO_TKM,LV	157 	109 	154 	149 	222 	219 	149 	121 	210 
HIRE,GT05,MIO_TKM,NL	310 	314 	377 	364 	437 	565 	519 	512 	579 
HIRE,GT05,MIO_TKM,NO	33 	57 	43 	23 	31 	41 	34 	32 	14 
HIRE,GT05,MIO_TKM,PL	2382 	1832 	2019 	2363 	2108 	2294 	2059 	1862 	1981 
HIRE,GT05,MIO_TKM,PT	525 	436 	628 	727 	388 	548 	499 	486 	481 
HIRE,GT05,MIO_TKM,RO	786 	828 	1048 	1113 	971 	890 	1168 	1151 	3805 
HIRE,GT05,MIO_TKM,SE	29 	110 	38 	38 	46 	31 	52 	64 	122 
HIRE,GT05,MIO_TKM,SI	185 	102 	178 	160 	177 	241 	147 	165 	321 
HIRE,GT05,MIO_TKM,SK	520 	441 	449 	685 	472 	513 	584 	439 	489 
HIRE,GT05,MIO_TKM,UK	1129 	929 	1024 	1308 	715 	997 	1123 	1093 	1164 
HIRE,GT05,THS_T,AT	448 	521 	462 	406 	467 	391 	319 	693 	749 
HIRE,GT05,THS_T,BE	1501 	1980 	1539 	1832 	1612 	1320 	1449 	1830 	1617 
HIRE,GT05,THS_T,BG	1140 	688 	591 	861 	496 	582 	373 	594 	727 
HIRE,GT05,THS_T,CH	512 	670 	201 	886 	1058 	715 	652 	687 	937 
HIRE,GT05,THS_T,CY	29 	16 	35 	35 	49 	24 	57 	66 	84 
HIRE,GT05,THS_T,CZ	1400 	1362 	1651 	1733 	1604 	1832 	1890 	1757 	1733 
HIRE,GT05,THS_T,DE	6887 	7160 	7556 	7378 	7771 	8894 	8809 	9010 	10639 
HIRE,GT05,THS_T,DK	219 	252 	547 	331 	396 	331 	407 	308 	465 
HIRE,GT05,THS_T,EE	198 	165 	125 	158 	117 	80 	144 	133 	163 
HIRE,GT05,THS_T,EL	288 	124 	178 	300 	376 	445 	437 	852 	1125 
HIRE,GT05,THS_T,ES	5129 	4422 	4431 	4010 	3972 	4415 	3561 	3549 	4496 
HIRE,GT05,THS_T,EU15	37043 	36260 	35322 	40094 	37713 	38835 	38181 	: 	: 
HIRE,GT05,THS_T,EU25	45819 	43502 	42512 	47922 	44865 	46145 	45210 	: 	: 
HIRE,GT05,THS_T,EU27	48090 	45130 	44350 	50038 	46287 	47723 	46729 	: 	: 
HIRE,GT05,THS_T,EU28	48413 	45394 	44591 	50193 	46432 	47910 	46922 	: 	: 
HIRE,GT05,THS_T,FI	216 	324 	415 	422 	436 	227 	390 	983 	469 
HIRE,GT05,THS_T,FR	2832 	2773 	2618 	2900 	3269 	2578 	3747 	3992 	3390 
HIRE,GT05,THS_T,HR	323 	264 	241 	155 	145 	187 	193 	180 	271 
HIRE,GT05,THS_T,HU	1708 	676 	419 	480 	467 	517 	350 	505 	461 
HIRE,GT05,THS_T,IE	656 	516 	540 	672 	469 	464 	557 	717 	544 
HIRE,GT05,THS_T,IT	7589 	7953 	6375 	8638 	10601 	8840 	7142 	9547 	7210 
HIRE,GT05,THS_T,LT	307 	284 	320 	269 	274 	231 	220 	217 	249 
HIRE,GT05,THS_T,LU	43 	39 	57 	77 	57 	76 	70 	104 	156 
HIRE,GT05,THS_T,LV	195 	162 	172 	173 	180 	165 	142 	107 	204 
HIRE,GT05,THS_T,NL	2313 	1980 	2215 	2398 	2841 	3418 	3116 	2559 	2654 
HIRE,GT05,THS_T,NO	395 	344 	208 	194 	181 	149 	301 	297 	108 
HIRE,GT05,THS_T,PL	3732 	3725 	3449 	3753 	3497 	3352 	3165 	2526 	2196 
HIRE,GT05,THS_T,PT	733 	739 	804 	798 	549 	964 	841 	777 	940 
HIRE,GT05,THS_T,RO	1131 	941 	1247 	1255 	926 	996 	1145 	1066 	2339 
HIRE,GT05,THS_T,SE	627 	1363 	729 	208 	436 	251 	336 	486 	863 
HIRE,GT05,THS_T,SI	280 	207 	280 	252 	260 	308 	279 	230 	482 
HIRE,GT05,THS_T,SK	929 	645 	739 	976 	703 	802 	785 	648 	691 
HIRE,GT05,THS_T,UK	7541 	6114 	6856 	9724 	4462 	6220 	7001 	6846 	7227 
HIRE,GT06,MIO_TKM,AT	2101 	1880 	1928 	2058 	2073 	2396 	2631 	2675 	3048 
HIRE,GT06,MIO_TKM,BE	1491 	1558 	1801 	1991 	2061 	2107 	2390 	2383 	2568 
HIRE,GT06,MIO_TKM,BG	2347 	1826 	1344 	1537 	1313 	1064 	870 	637 	585 
HIRE,GT06,MIO_TKM,CH	250 	154 	347 	467 	249 	331 	282 	357 	401 
HIRE,GT06,MIO_TKM,CY	5 	8 	8 	8 	10 	10 	12 	13 	20 
HIRE,GT06,MIO_TKM,CZ	3266 	3680 	3889 	4214 	4076 	4261 	5185 	4222 	4535 
HIRE,GT06,MIO_TKM,DE	17160 	18194 	18395 	18191 	19849 	21714 	21988 	21751 	24634 
HIRE,GT06,MIO_TKM,DK	377 	345 	406 	483 	550 	712 	690 	1002 	988 
HIRE,GT06,MIO_TKM,EE	1501 	1229 	1527 	1053 	802 	1093 	935 	710 	1172 
HIRE,GT06,MIO_TKM,EL	314 	363 	418 	361 	348 	451 	650 	654 	673 
HIRE,GT06,MIO_TKM,ES	11670 	11007 	10259 	10649 	10764 	11203 	11531 	11284 	14145 
HIRE,GT06,MIO_TKM,EU15	62156 	63249 	61307 	65141 	66330 	74637 	81742 	: 	: 
HIRE,GT06,MIO_TKM,EU25	104283 	102507 	97921 	102290 	99697 	106912 	114654 	: 	: 
HIRE,GT06,MIO_TKM,EU27	108566 	105911 	100583 	105196 	102165 	109011 	116574 	: 	: 
HIRE,GT06,MIO_TKM,EU28	110183 	107302 	101886 	106262 	103188 	110075 	117490 	: 	: 
HIRE,GT06,MIO_TKM,FI	3148 	3061 	2548 	2953 	2905 	3101 	3169 	2387 	4348 
HIRE,GT06,MIO_TKM,FR	3939 	3633 	3776 	4302 	4915 	5806 	7487 	8177 	7893 
HIRE,GT06,MIO_TKM,HR	1617 	1391 	1304 	1066 	1023 	1064 	916 	891 	863 
HIRE,GT06,MIO_TKM,HU	2605 	2227 	2236 	2161 	2297 	2136 	2122 	2080 	1981 
HIRE,GT06,MIO_TKM,IE	580 	432 	508 	428 	468 	453 	523 	477 	554 
HIRE,GT06,MIO_TKM,IT	5276 	5497 	5755 	7313 	6409 	7666 	10312 	9481 	8458 
HIRE,GT06,MIO_TKM,LT	2414 	1795 	2027 	1698 	1500 	1517 	1370 	1153 	1535 
HIRE,GT06,MIO_TKM,LU	311 	368 	445 	472 	468 	648 	700 	735 	595 
HIRE,GT06,MIO_TKM,LV	2551 	2532 	2428 	2449 	2178 	2287 	1858 	1255 	1955 
HIRE,GT06,MIO_TKM,NL	3038 	3523 	3696 	3518 	3424 	3894 	3940 	3851 	4481 
HIRE,GT06,MIO_TKM,NO	908 	728 	695 	623 	724 	730 	730 	876 	911 
HIRE,GT06,MIO_TKM,PL	26638 	25151 	21608 	22310 	19612 	18079 	18339 	15217 	14160 
HIRE,GT06,MIO_TKM,PT	2161 	2234 	2292 	2674 	2917 	3185 	2604 	2864 	2866 
HIRE,GT06,MIO_TKM,RO	1936 	1577 	1318 	1369 	1155 	1035 	1050 	1096 	1627 
HIRE,GT06,MIO_TKM,SE	4356 	4569 	3624 	2972 	2843 	3313 	3394 	4021 	4565 
HIRE,GT06,MIO_TKM,SI	1225 	1000 	1025 	1149 	1164 	1088 	1209 	1098 	1178 
HIRE,GT06,MIO_TKM,SK	1922 	1636 	1867 	2106 	1727 	1806 	1883 	2647 	2588 
HIRE,GT06,MIO_TKM,UK	6194 	6585 	5458 	6775 	6337 	7987 	9731 	8143 	9905 
HIRE,GT06,THS_T,AT	18890 	16456 	16498 	16173 	16055 	16996 	17727 	16151 	19183 
HIRE,GT06,THS_T,BE	8391 	9424 	10054 	10363 	10799 	12023 	11717 	11946 	13837 
HIRE,GT06,THS_T,BG	4270 	3813 	2095 	2472 	1936 	2289 	1312 	1019 	1219 
HIRE,GT06,THS_T,CH	2728 	2745 	3628 	3993 	2798 	3480 	2850 	2872 	3644 
HIRE,GT06,THS_T,CY	71 	102 	131 	126 	141 	139 	188 	196 	339 
HIRE,GT06,THS_T,CZ	10469 	11626 	11413 	11088 	10005 	10691 	16471 	13833 	16308 
HIRE,GT06,THS_T,DE	89741 	91554 	91372 	90040 	93948 	100210 	95934 	91911 	105373 
HIRE,GT06,THS_T,DK	2951 	3084 	3142 	4204 	3863 	4699 	4757 	5810 	6591 
HIRE,GT06,THS_T,EE	4978 	2622 	3765 	3207 	1653 	3086 	1876 	1717 	4091 
HIRE,GT06,THS_T,EL	2449 	1184 	2027 	1290 	1244 	1364 	2616 	2434 	2852 
HIRE,GT06,THS_T,ES	44655 	36808 	37545 	35495 	38634 	36004 	34288 	34941 	41214 
HIRE,GT06,THS_T,EU15	347528 	329865 	320016 	329542 	333091 	372516 	385514 	: 	: 
HIRE,GT06,THS_T,EU25	456322 	427520 	419959 	425113 	412876 	451264 	467895 	: 	: 
HIRE,GT06,THS_T,EU27	464537 	434832 	425009 	430307 	416851 	455923 	471960 	: 	: 
HIRE,GT06,THS_T,EU28	470344 	440538 	429500 	434276 	420964 	459935 	475374 	: 	: 
HIRE,GT06,THS_T,FI	15528 	14666 	13113 	15449 	14280 	13845 	12449 	11842 	29254 
HIRE,GT06,THS_T,FR	21284 	18707 	21649 	21978 	24869 	27127 	40065 	44439 	33314 
HIRE,GT06,THS_T,HR	5806 	5706 	4491 	3969 	4113 	4012 	3414 	3303 	3449 
HIRE,GT06,THS_T,HU	8453 	6053 	5836 	4946 	5412 	4704 	4736 	4522 	5157 
HIRE,GT06,THS_T,IE	4618 	3846 	4063 	3442 	3596 	3797 	4787 	4269 	5651 
HIRE,GT06,THS_T,IT	34429 	28792 	28570 	37943 	33998 	43376 	43986 	43995 	37659 
HIRE,GT06,THS_T,LT	3763 	3077 	2859 	2171 	1867 	1790 	1529 	1459 	1729 
HIRE,GT06,THS_T,LU	1578 	1614 	1684 	1773 	1646 	2763 	2906 	3307 	2527 
HIRE,GT06,THS_T,LV	7590 	6645 	6125 	6125 	4976 	4873 	4368 	3158 	4384 
HIRE,GT06,THS_T,NL	20731 	22301 	23028 	21744 	20772 	22155 	23160 	19955 	22980 
HIRE,GT06,THS_T,NO	4141 	3315 	3247 	4615 	3041 	3128 	3705 	3244 	4489 
HIRE,GT06,THS_T,PL	65950 	61632 	63559 	60361 	49536 	47264 	47197 	37756 	39327 
HIRE,GT06,THS_T,PT	5943 	6635 	6941 	6815 	5938 	8679 	5675 	7340 	6712 
HIRE,GT06,THS_T,RO	3946 	3498 	2955 	2723 	2039 	2369 	2752 	2482 	3528 
HIRE,GT06,THS_T,SE	36586 	32350 	25698 	21109 	22828 	25642 	26332 	33009 	38631 
HIRE,GT06,THS_T,SI	2837 	2141 	2258 	2452 	2523 	2401 	2546 	2244 	2451 
HIRE,GT06,THS_T,SK	4684 	3756 	3997 	5094 	3673 	3801 	3470 	4896 	4891 
HIRE,GT06,THS_T,UK	39719 	42442 	34632 	41724 	40621 	53834 	59116 	53239 	72745 
HIRE,GT07,MIO_TKM,AT	730 	749 	794 	755 	742 	951 	996 	1139 	1158 
HIRE,GT07,MIO_TKM,BE	957 	860 	771 	964 	1115 	1072 	982 	963 	1066 
HIRE,GT07,MIO_TKM,BG	341 	519 	562 	895 	623 	746 	239 	260 	513 
HIRE,GT07,MIO_TKM,CH	241 	242 	385 	366 	373 	192 	312 	497 	542 
HIRE,GT07,MIO_TKM,CY	140 	110 	110 	127 	116 	100 	106 	89 	117 
HIRE,GT07,MIO_TKM,CZ	900 	856 	755 	705 	746 	878 	996 	864 	849 
HIRE,GT07,MIO_TKM,DE	7105 	6425 	6505 	6411 	6516 	6452 	6080 	5434 	5551 
HIRE,GT07,MIO_TKM,DK	387 	350 	341 	336 	330 	345 	341 	423 	590 
HIRE,GT07,MIO_TKM,EE	73 	102 	220 	101 	114 	72 	101 	22 	78 
HIRE,GT07,MIO_TKM,EL	532 	837 	366 	428 	1710 	1320 	1822 	2041 	2147 
HIRE,GT07,MIO_TKM,ES	4698 	4688 	4245 	4222 	4626 	4893 	5348 	5320 	5927 
HIRE,GT07,MIO_TKM,EU15	31852 	30276 	27683 	28366 	33208 	32439 	34228 	: 	: 
HIRE,GT07,MIO_TKM,EU25	40761 	38340 	35952 	35602 	39277 	38686 	40213 	: 	: 
HIRE,GT07,MIO_TKM,EU27	41789 	39364 	36985 	37040 	40338 	39671 	40796 	: 	: 
HIRE,GT07,MIO_TKM,EU28	42114 	39577 	37275 	37362 	40649 	39976 	41093 	: 	: 
HIRE,GT07,MIO_TKM,FI	1230 	1110 	920 	807 	830 	881 	1048 	964 	1048 
HIRE,GT07,MIO_TKM,FR	5422 	5086 	4741 	4989 	5256 	4427 	4451 	4557 	6259 
HIRE,GT07,MIO_TKM,HR	326 	213 	290 	322 	311 	305 	297 	260 	386 
HIRE,GT07,MIO_TKM,HU	572 	377 	480 	577 	263 	405 	477 	648 	645 
HIRE,GT07,MIO_TKM,IE	679 	508 	527 	438 	349 	342 	419 	404 	538 
HIRE,GT07,MIO_TKM,IT	3238 	3792 	3539 	4175 	4571 	6411 	6751 	6590 	7718 
HIRE,GT07,MIO_TKM,LT	235 	237 	230 	221 	175 	201 	117 	147 	231 
HIRE,GT07,MIO_TKM,LU	175 	155 	468 	507 	307 	175 	122 	118 	133 
HIRE,GT07,MIO_TKM,LV	319 	206 	166 	160 	193 	176 	118 	195 	118 
HIRE,GT07,MIO_TKM,NL	655 	648 	725 	848 	1121 	795 	1167 	652 	603 
HIRE,GT07,MIO_TKM,NO	1131 	1022 	883 	1186 	1018 	591 	974 	873 	663 
HIRE,GT07,MIO_TKM,PL	5629 	5424 	5761 	4790 	3879 	3640 	3245 	3287 	2100 
HIRE,GT07,MIO_TKM,PT	579 	843 	675 	456 	323 	744 	494 	982 	1173 
HIRE,GT07,MIO_TKM,RO	687 	505 	471 	543 	438 	239 	345 	229 	428 
HIRE,GT07,MIO_TKM,SE	1068 	1071 	687 	618 	695 	643 	799 	935 	1032 
HIRE,GT07,MIO_TKM,SI	661 	428 	312 	370 	375 	470 	472 	390 	386 
HIRE,GT07,MIO_TKM,SK	380 	324 	236 	185 	209 	303 	352 	155 	228 
HIRE,GT07,MIO_TKM,UK	4405 	3157 	2378 	2411 	4718 	2988 	3408 	1270 	2856 
HIRE,GT07,THS_T,AT	6079 	6879 	6314 	5355 	5912 	6840 	7138 	7900 	8650 
HIRE,GT07,THS_T,BE	6101 	7047 	6822 	7672 	8068 	8372 	8275 	9300 	10308 
HIRE,GT07,THS_T,BG	2748 	5615 	2545 	5910 	5415 	3768 	1753 	3192 	3351 
HIRE,GT07,THS_T,CH	5512 	6438 	8382 	9128 	6918 	6367 	7136 	9174 	9372 
HIRE,GT07,THS_T,CY	2194 	1804 	1924 	1964 	2007 	1834 	1723 	1414 	1833 
HIRE,GT07,THS_T,CZ	7395 	6454 	5528 	4544 	4055 	6440 	6730 	6355 	7547 
HIRE,GT07,THS_T,DE	71653 	63912 	65939 	62427 	63357 	60999 	63057 	59174 	59507 
HIRE,GT07,THS_T,DK	3549 	3069 	3116 	3709 	3118 	4211 	3766 	3542 	9399 
HIRE,GT07,THS_T,EE	533 	871 	1062 	829 	820 	1058 	786 	142 	1316 
HIRE,GT07,THS_T,EL	6452 	6430 	3562 	3461 	14439 	9734 	14263 	17618 	17380 
HIRE,GT07,THS_T,ES	52561 	50716 	45789 	49152 	53440 	62178 	60722 	70751 	65555 
HIRE,GT07,THS_T,EU15	307280 	299563 	264585 	269363 	304788 	310790 	338196 	: 	: 
HIRE,GT07,THS_T,EU25	361492 	346420 	318028 	316673 	343381 	351858 	383641 	: 	: 
HIRE,GT07,THS_T,EU27	367962 	355375 	323701 	325575 	351558 	357329 	387647 	: 	: 
HIRE,GT07,THS_T,EU28	369570 	356635 	325263 	327402 	353323 	358814 	389448 	: 	: 
HIRE,GT07,THS_T,FI	9288 	8180 	6181 	6529 	6629 	6309 	8421 	6609 	7983 
HIRE,GT07,THS_T,FR	51268 	49879 	45895 	46786 	47119 	42991 	43387 	44635 	56966 
HIRE,GT07,THS_T,HR	1608 	1260 	1562 	1828 	1765 	1485 	1801 	1485 	2153 
HIRE,GT07,THS_T,HU	3912 	3169 	5342 	5546 	2179 	5070 	6756 	8073 	10924 
HIRE,GT07,THS_T,IE	8013 	6093 	5705 	5260 	3878 	3502 	4979 	4710 	5756 
HIRE,GT07,THS_T,IT	28723 	36152 	31908 	33659 	37040 	52304 	55133 	50998 	59374 
HIRE,GT07,THS_T,LT	1652 	1044 	985 	883 	902 	747 	759 	890 	1490 
HIRE,GT07,THS_T,LU	1401 	995 	2155 	2148 	1436 	1599 	915 	832 	1071 
HIRE,GT07,THS_T,LV	2256 	1618 	1218 	969 	829 	1219 	1150 	1265 	983 
HIRE,GT07,THS_T,NL	6637 	5156 	6647 	7445 	9223 	9014 	14379 	5371 	4550 
HIRE,GT07,THS_T,NO	18277 	11174 	14075 	17143 	10507 	8980 	9894 	9935 	11349 
HIRE,GT07,THS_T,PL	29212 	26670 	33792 	29031 	23550 	20172 	21418 	23693 	18470 
HIRE,GT07,THS_T,PT	3881 	6171 	4775 	3425 	2186 	7285 	4552 	6628 	9136 
HIRE,GT07,THS_T,RO	3722 	3341 	3128 	2992 	2763 	1703 	2252 	1549 	2536 
HIRE,GT07,THS_T,SE	13671 	16155 	9705 	7581 	8189 	6606 	13332 	13638 	12965 
HIRE,GT07,THS_T,SI	3424 	2686 	2170 	2154 	2116 	2498 	2796 	2399 	2447 
HIRE,GT07,THS_T,SK	3636 	2541 	1423 	1391 	2136 	2031 	3328 	1591 	2092 
HIRE,GT07,THS_T,UK	38142 	32728 	20070 	24753 	40755 	28844 	35877 	13939 	35049 
HIRE,GT08,MIO_TKM,AT	372 	346 	354 	387 	338 	386 	456 	719 	771 
HIRE,GT08,MIO_TKM,BE	3979 	4237 	4102 	3924 	4180 	3675 	4056 	4427 	4964 
HIRE,GT08,MIO_TKM,BG	1902 	1517 	1143 	1311 	1685 	1295 	976 	376 	743 
HIRE,GT08,MIO_TKM,CH	709 	389 	478 	588 	609 	828 	1174 	739 	809 
HIRE,GT08,MIO_TKM,CY	11 	10 	8 	9 	13 	15 	12 	13 	22 
HIRE,GT08,MIO_TKM,CZ	2339 	3961 	3753 	3749 	3516 	3976 	3524 	3108 	3232 
HIRE,GT08,MIO_TKM,DE	21861 	22532 	22797 	23527 	23781 	25883 	25309 	25582 	28687 
HIRE,GT08,MIO_TKM,DK	412 	288 	309 	314 	292 	354 	358 	495 	729 
HIRE,GT08,MIO_TKM,EE	391 	404 	359 	368 	389 	348 	259 	126 	118 
HIRE,GT08,MIO_TKM,EL	719 	762 	742 	702 	727 	932 	1398 	1071 	1444 
HIRE,GT08,MIO_TKM,ES	17105 	16701 	15887 	15164 	15861 	16284 	16595 	15326 	18783 
HIRE,GT08,MIO_TKM,EU15	73613 	72537 	73683 	75082 	77928 	83795 	89163 	: 	: 
HIRE,GT08,MIO_TKM,EU25	112629 	112658 	110945 	110181 	113975 	116477 	118869 	: 	: 
HIRE,GT08,MIO_TKM,EU27	115701 	114889 	112944 	112151 	116297 	118189 	120344 	: 	: 
HIRE,GT08,MIO_TKM,EU28	116436 	115521 	113480 	112776 	116945 	118769 	120809 	: 	: 
HIRE,GT08,MIO_TKM,FI	1206 	1169 	1054 	1253 	977 	1498 	2279 	1974 	1517 
HIRE,GT08,MIO_TKM,FR	6275 	6119 	6616 	7328 	7789 	7861 	7585 	7568 	9698 
HIRE,GT08,MIO_TKM,HR	735 	632 	537 	625 	647 	580 	465 	676 	616 
HIRE,GT08,MIO_TKM,HU	1938 	3472 	3541 	3500 	3551 	3815 	3365 	3413 	3432 
HIRE,GT08,MIO_TKM,IE	471 	402 	383 	386 	383 	365 	362 	469 	437 
HIRE,GT08,MIO_TKM,IT	5720 	5436 	5859 	6199 	7026 	8025 	9914 	10444 	9156 
HIRE,GT08,MIO_TKM,LT	2375 	1804 	2074 	1716 	1494 	1264 	1341 	935 	1022 
HIRE,GT08,MIO_TKM,LU	319 	341 	493 	535 	649 	773 	711 	619 	551 
HIRE,GT08,MIO_TKM,LV	1010 	906 	863 	682 	793 	447 	408 	417 	583 
HIRE,GT08,MIO_TKM,NL	6039 	6192 	6396 	6243 	6832 	7856 	8336 	7111 	7332 
HIRE,GT08,MIO_TKM,NO	763 	918 	803 	642 	1071 	1007 	892 	842 	1321 
HIRE,GT08,MIO_TKM,PL	27170 	26068 	23257 	21906 	23249 	19609 	17984 	15613 	15061 
HIRE,GT08,MIO_TKM,PT	1841 	1279 	1824 	2544 	2312 	1842 	2217 	2327 	2282 
HIRE,GT08,MIO_TKM,RO	1170 	713 	855 	660 	637 	417 	499 	484 	868 
HIRE,GT08,MIO_TKM,SE	1551 	1580 	1428 	975 	1177 	1091 	1171 	1120 	1168 
HIRE,GT08,MIO_TKM,SI	1605 	1530 	1477 	1493 	1431 	1565 	1262 	1324 	1421 
HIRE,GT08,MIO_TKM,SK	2177 	1965 	1931 	1675 	1609 	1645 	1553 	2010 	1882 
HIRE,GT08,MIO_TKM,UK	5713 	5153 	5440 	5600 	5603 	6966 	8415 	8039 	8825 
HIRE,GT08,THS_T,AT	3033 	2245 	2627 	2479 	2412 	2261 	2586 	2933 	2827 
HIRE,GT08,THS_T,BE	21336 	21675 	20348 	18978 	20706 	18699 	19548 	21281 	24419 
HIRE,GT08,THS_T,BG	3491 	3188 	6428 	5268 	2824 	4417 	1832 	1411 	1366 
HIRE,GT08,THS_T,CH	4871 	2664 	4308 	3541 	6054 	4317 	5708 	4206 	4806 
HIRE,GT08,THS_T,CY	178 	142 	129 	120 	220 	214 	184 	171 	335 
HIRE,GT08,THS_T,CZ	8645 	10365 	10284 	9113 	8432 	9352 	9442 	8578 	8721 
HIRE,GT08,THS_T,DE	122881 	125286 	123060 	121069 	122712 	125275 	119113 	151683 	171048 
HIRE,GT08,THS_T,DK	4121 	2514 	2611 	2381 	2730 	3391 	2535 	3087 	3975 
HIRE,GT08,THS_T,EE	957 	846 	686 	1040 	756 	742 	600 	394 	194 
HIRE,GT08,THS_T,EL	4011 	3123 	3704 	2961 	2773 	2764 	5209 	5123 	4191 
HIRE,GT08,THS_T,ES	63118 	65605 	61209 	56115 	59192 	57661 	58319 	54775 	75099 
HIRE,GT08,THS_T,EU15	392616 	383838 	380303 	373803 	399192 	405546 	417952 	: 	: 
HIRE,GT08,THS_T,EU25	476898 	466065 	452857 	442554 	466905 	469027 	476460 	: 	: 
HIRE,GT08,THS_T,EU27	482146 	470402 	460596 	448977 	470937 	474468 	479324 	: 	: 
HIRE,GT08,THS_T,EU28	483871 	471800 	461661 	450335 	472491 	475766 	480726 	: 	: 
HIRE,GT08,THS_T,FI	6684 	6832 	7817 	7905 	7864 	7498 	8630 	11344 	8865 
HIRE,GT08,THS_T,FR	37459 	35092 	38473 	39142 	43195 	43071 	40320 	37711 	50861 
HIRE,GT08,THS_T,HR	1725 	1398 	1066 	1358 	1553 	1298 	1402 	1312 	1609 
HIRE,GT08,THS_T,HU	4806 	8292 	8244 	7178 	7747 	8427 	7783 	7616 	8361 
HIRE,GT08,THS_T,IE	4046 	3385 	3738 	3946 	3105 	3262 	3349 	3073 	4758 
HIRE,GT08,THS_T,IT	26963 	25733 	25149 	29435 	37399 	32352 	40579 	41797 	40910 
HIRE,GT08,THS_T,LT	2695 	2456 	2283 	2049 	1726 	1650 	1491 	1299 	1185 
HIRE,GT08,THS_T,LU	1203 	1310 	1479 	1662 	2157 	2624 	2428 	1725 	1573 
HIRE,GT08,THS_T,LV	1609 	1613 	1149 	949 	1244 	673 	561 	746 	842 
HIRE,GT08,THS_T,NL	45918 	45920 	42491 	44205 	49657 	49569 	47485 	40927 	42458 
HIRE,GT08,THS_T,NO	5605 	4346 	4037 	3596 	4604 	3628 	3539 	6012 	4374 
HIRE,GT08,THS_T,PL	57110 	51220 	42185 	41771 	40755 	35628 	32973 	28554 	29269 
HIRE,GT08,THS_T,PT	3409 	3545 	3498 	5572 	4912 	4778 	4953 	4600 	6951 
HIRE,GT08,THS_T,RO	1757 	1149 	1310 	1155 	1209 	1024 	1031 	974 	1549 
HIRE,GT08,THS_T,SE	9695 	9101 	10020 	4988 	6971 	6190 	6573 	5818 	7390 
HIRE,GT08,THS_T,SI	3300 	2827 	3197 	2737 	2464 	3005 	2236 	2534 	2543 
HIRE,GT08,THS_T,SK	4981 	4465 	4397 	3793 	4369 	3791 	3240 	3769 	4314 
HIRE,GT08,THS_T,UK	38817 	32474 	34081 	32964 	33406 	46150 	56326 	52066 	66021 
HIRE,GT09,MIO_TKM,AT	1678 	1633 	1551 	1508 	1879 	2019 	1826 	1603 	1716 
HIRE,GT09,MIO_TKM,BE	2435 	2424 	2799 	2529 	2487 	2839 	2722 	3157 	3540 
HIRE,GT09,MIO_TKM,BG	2415 	2328 	2032 	1585 	1997 	2989 	2605 	2037 	2267 
HIRE,GT09,MIO_TKM,CH	716 	760 	887 	709 	988 	1001 	904 	860 	957 
HIRE,GT09,MIO_TKM,CY	29 	31 	25 	18 	50 	65 	101 	82 	107 
HIRE,GT09,MIO_TKM,CZ	3822 	4359 	3919 	4140 	3711 	4000 	3891 	3726 	4780 
HIRE,GT09,MIO_TKM,DE	22545 	22201 	22439 	21889 	22013 	24722 	22379 	20406 	21230 
